"","Name","Designation","Department","Qualification"
"3266","SINCLAIR,MATT","Assistant Professor","Computer Sciences","PHD 2018 Univ of IL at Urbana-Champaign"
"3267","SINCOULAR,RANDY","Assoc Lecturer","Geography","MS 2018 Univ of Wisconsin-Madison"
"3268","SINDELAR,JEFFREY J","Associate Professor","Animal Sciences","PHD 2002 Iowa State Univ of Sci &amp; Tech"
"3269","SINGER,BEN","Associate Professor","Communication Arts","PHD 1996 New York University"
"3270","SINGER,BRADLEY S.","Professor","Geoscience","PHD 1990 University of Wyoming"
"3271","SINGH,ANNE MARIE","Associate Professor","Pediatrics","MD 2002 Yeshiva University"
"3272","SINGH,VIKAS","Professor","Biostatistics&amp;Med Informatics","PHD 2007 SUNY at Buffalo"
"3273","SINHA,RAUNAK","Assistant Professor","Department Of Neuroscience","PHD 2011 International Univ in Germany"
"3274","SIPPEL,REBECCA S","Professor","Surgery","MD 1999 Washington University"
"3275","SKALA,MELISSA","Associate Professor","Biomedical Engineering","PHD 2007 Duke University"
"3276","SKARZYNSKI,BART","Assoc Faculty Assoc","Engr Professional Development","MFA 2007 Ohio State University"
"3277","SKJOLAAS,CHERYL","Sr Outreach Spec","Biological Systems Engineering","BS 1984 Univ of Wisconsin-Platteville"
"3278","SKOG,MARLENE","Assistant Professor","Dance","MFA 2001 University of Arizona"
"3279","SKOP,AHNA","Professor","Genetics","PHD 2000 Univ of Wisconsin-Madison"
"3280","SKRENTNY,JAMES DOUGLAS","Faculty Associate","Computer Sciences","PHD 2011 Univ of Wisconsin-Madison"
"3281","SKURKY,SHAWN AILEEN","Clinical Assoc Prof","Nursing","DNP 2018 Univ of Wisconsin-Milwaukee"
"3282","SLACK,KRISTEN","Professor","Social Work","PHD 1999 University of Chicago"
"3283","SLADKY,KURT","Clinical Professor","Surgical Sciences","DVM 1993 Univ of Wisconsin-Madison"
"3284","SLUKVIN,IGOR I","Professor","Pathology&amp;Laboratory Medicine","PHD 1987 Natl Tech Univ of Ukraine"
"3285","SMEDEMA,ADAM R","Lecturer","Finance","PHD 2011 Florida State University"
"3286","SMEDEMA,SUSAN MILLER","Associate Professor","Rehab Psychology &amp; Special Ed","PHD 2005 Univ of Wisconsin-Madison"
"3287","SMEEDING,TIMOTHY MICHAEL","Professor","Lafollette Sch Of Publ Affairs","PHD 1975 Univ of Wisconsin-Madison"
"3288","SMILOWITZ,JENNIFER BETH","Clinical Professor","Human Oncology","PHD 2002 Univ of Wisconsin-Madison"
"3289","SMITH III,LESLIE","Associate Professor","Art","MFA 2009 Yale University"
"3290","SMITH,AMANDA G","Asst Faculty Assoc","Industrial &amp; Systems Engr","PHD  Univ of Wisconsin-Madison"
"3291","SMITH,AMANDA MARIE","Lecturer","Information School","MA 2012 Univ of California Los Angeles"
"3292","SMITH,ANNE","Clinical Assoc Prof","Law School","JD 1983 Univ of Wisconsin-Madison"
"3293","SMITH,CASEY","Clinical Instructor","Medical Sciences","BVM 2013 University of Glasgow"
"3294","SMITH,CATHERINE ARNOTT","Professor","Information School","PHD 2002 University of Pittsburgh"
"3295","SMITH,CHRISTINE","Clinical Instructor","Nursing","MSN 2015 Univ of Wisconsin-Oshkosh"
"3296","SMITH,DAMON","Associate Professor","Plant Pathology","PHD 2007 North Carolina State Univ"
"3297","SMITH,JEANNINA ANTOINETTE","Clinical Assoc Prof","Medicine","MD 1999 Univ of Wisconsin-Madison"
"3298","SMITH,JEFF","Professor","Communication Arts","PHD 1995 Univ of Wisconsin-Madison"
"3299","SMITH,JEFFREY A","Professor","Economics","PHD 1996 University of Chicago"
"3300","SMITH,JUDITH A","Associate Professor","Pediatrics","PHD 1997 University of Chicago"
"3301","SMITH,LESLEY J.","Clinical Professor","Surgical Sciences","DVM 1989 Washington State University"
"3302","SMITH,LESLIE M.","Professor","Mathematics","PHD 1988 Massachusetts Inst Of Tech"
"3303","SMITH,LLOYD M.","Professor","Chemistry","PHD 1981 Stanford University"
"3304","SMITH,LONES","Professor","Economics","PHD 1991 University of Chicago"
"3305","SMITH,MARGARET","Lecturer","Information School","MA 2011 Rice University"
"3306","SMITH,MAUREEN","Professor","Population Health Sciences","PHD 1999 Univ of Minnesota-Twin Cities"
"3307","SMITH,MICHAEL RAY","Assoc Lecturer","Consumer Science","BS 2011 Univ of Wisconsin-Madison"
"3308","SMITH,MICHELE ANNE","Clinical Instructor","Disease Prevention Admin","BS 1986 Univ of Wisconsin-StevensPoint"
"3309","SMITH,NICHOLAS","Assoc Outreach Spec","Food Science","MS 2009 Univ of Minnesota-Twin Cities"
"3310","SMITH,PHIL","Professor","Department Of Neuroscience","PHD 1980 Purdue University"
"3311","SMITH,SCOTT","Visiting Asst Prof","Mathematics","PHD 2016 Univ of Maryland College Park"
"3312","SMITH,SUSAN","Senior Lecturer","Life Sciences Communication","BS 1982 Univ of Wisconsin-Madison"
"3313","SMITH,TESSA KATHERINE","Clinical Instructor","Medical Sciences","DVM 2016 Univ of Missouri-Columbia"
"3314","SMITHKA,CHRIS","Adjunct Instructor","Law School","JD 2009 Univ of Wisconsin-Madison"
"3315","SNEDDEN,TRACI","Assistant Professor","Nursing","PHD 2014 U of Northern Colorado"
"3316","SNYDER,ASHLEY MARIE","Assoc Lecturer","Social Work","MSW 2012 Univ of Wisconsin-Madison"
"3317","SNYDER,CHRISTOPHER","Clinical Assoc Prof","Surgical Sciences","DVM 2004 Ohio State University"
"3318","SNYDER,KEVIN","Clinical Instructor","Surgical Sciences","DVM 2016 Univ of Wisconsin-Madison"
"3319","SNYDER,MAGGIE","Lecturer","Art","MFA 2015 Univ of Wisconsin-Madison"
"3320","SNYDER,VIRGINIA L.","Assoc Professor (CHS)","Family Medicine","PHD 1988 Medical College Of Ohio"
"3321","SOBER,ELLIOTT R.","Professor","Philosophy","PHD 1974 Harvard University"
"3322","SOELVSTEN,MIKKEL","Assistant Professor","Economics","PHD 2017 Univ of California Berkeley"
"3323","SOGLIN,PAUL RICHARD","Adjunct Assoc Prof","Lafollette Sch Of Publ Affairs","JD 1972 Univ of Wisconsin-Madison"
"3324","SOHI,GURI","Professor","Computer Sciences","PHD 1985 Univ of IL at Urbana-Champaign"
"3325","SOLBAK,SUSANNA","Clinical Instructor","Medical Sciences","DVM 2011 Norwegian Univ of Life Sci"
"3326","SOLDAT,DOUGLAS","Professor","Soil Science","PHD 2006 Cornell University"
"3327","SOLIEN,TIMOTHY","Professor","Art","MFA 1977 University of Nebraska-Lincoln"
"3328","SOLIS LEMUS,CLAUDIA","Assistant Professor","Plant Pathology","PHD 2015 Univ of Wisconsin-Madison"
"3329","SOLLINGER,HANS W","Professor","Surgery","PHD 1975 Fachhochschule Munchen"
"3330","SOMERS,KATERINA IDETTE","Assistant Professor","German, Nordic &amp; Slavic","PHD 2007 Univ of Wisconsin-Madison"
"3331","SONDEL,PAUL M.","Professor","Pediatrics","PHD 1975 Univ of Wisconsin-Madison"
"3332","SONE,HIROKI","Assistant Professor","Civil &amp; Environmental Engr","PHD 2012 Stanford University"
"3333","SONE,JUDITH","Lecturer","Ctr For Jewish St","MA 2011 Hebrew University of Jerusalem"
"3334","SORENSEN,ALAN T","Professor","Economics","PHD 1999 Massachusetts Inst Of Tech"
"3335","SORENSEN,ROBERT PETER","Lecturer","Ed Leadership&amp;Policy Analysis","PHD 1973 Univ of Wisconsin-Madison"
"3336","SORENSON,CHRISTINE","Dis Scientist","Pediatrics","PHD 1989 Univ of Nebraska Medical Ctr"
"3337","SORKNESS,CHRISTINE ANNE","Dis Professor (CHS)","Pharmacy","PHARMD 1975 SUNY at Buffalo"
"3338","SORKNESS,RONALD","Professor (CHS)","Pharmacy","PHD 1986 Univ of Wisconsin-Madison"
"3339","SOSKOVA,MARIYA","Associate Professor","Mathematics","PHD 2016 University of Leeds"
"3340","SOUKUP,JASON","Clinical Assoc Prof","Surgical Sciences","DVM 2002 Texas A &amp; M University"
"3341","SOUNNY-SLITINE,M. ANWAR","Assoc Faculty Assoc","Geography","MA 2012 University of Texas at Austin"
"3342","SOUTHGATE,HENRY","Lecturer","Philosophy","PHD 2009 Northwestern University"
"3343","SOVINEC,CARL","Professor","Engineering Physics","PHD 1995 Univ of Wisconsin-Madison"
"3344","SPAGNOLIE,SAVERIO","Associate Professor","Mathematics","PHD 2008 New York University"
"3345","SPALDING,EDGAR","Professor","Botany","PHD 1990 Pennsylvania State University"
"3346","SPARKS,SHANNON","Assistant Professor","School Of Human Ecology","PHD 2007 University of Arizona"
"3347","SPEECE,BEVERLY","Faculty Associate","Academic Affairs","MTS 2002 Ave Maria University"
"3348","SPEIDEL,MICHAEL","Associate Professor","Medical Physics","PHD 2003 Univ of Wisconsin-Madison"
"3349","SPENCER,ROBERT","Assoc Lecturer","Psychology","PHD 2019 Univ of Wisconsin-Madison"
"3350","SPERLING,CARRIE","Clinical Professor","Law School","JD 1992 University Of Houston"
"3351","SPIKE,BENJAMIN THOMAS","Assoc Faculty Assoc","Physics","PHD 2014 Univ of Colorado at Boulder"
"3352","SPLINTER,SARAH","Lecturer","Counseling Psychology","EDM 2015 IOWA STATE UNIVERSITY"
"3353","SPOONER,DAVID M","Professor","Horticulture","PHD 1987 Ohio State University"
"3354","SPRINGFIELD,CONSUELO LOPEZ","Instructor Emer","Chicana/O And Latina/O Studies","PHD 1993 Indiana University"
"3355","SRAMEK,BARBARA JO","Clinical Professor","Ed Leadership&amp;Policy Analysis","PHD 2007 Univ of Wisconsin-Madison"
"3356","SRIDHARAN,KUMAR","Professor","Engineering Physics","PHD 1989 Univ of Wisconsin-Madison"
"3357","SRIDHARAN,RUPA","Associate Professor","Cell And Regenerative Biology","PHD 2006 Univ of California Los Angeles"
"3358","ST JAMES,MARIKO LUCY","Clinical Instructor","Surgical Sciences","DVM 2016 "
"3359","STAFFORD,CATHERINE A","Associate Professor","Spanish And Portuguese","PHD 2005 Georgetown University"
"3360","STAHL,SHANNON S.","Professor","Chemistry","PHD 1997 California Institute of Tech"
"3361","STAJKOVIC,ALEXANDER D.","Associate Professor","Management &amp; Human Resources","PHD 1996 University of Nebraska-Lincoln"
"3362","STAMBACH,AMY","Professor","Anthropology","PHD 1996 University of Chicago"
"3363","STAMM,JULIE","Clinical Asst Prof","Kinesiology","PHD 2015 Boston University"
"3364","STANIC-KOSTIC,ALEKS","Assistant Professor","Obstetrics &amp; Gynecology","PHD 2003 Vanderbilt University"
"3365","STANIMIROVIC,SNEZANA","Professor","Astronomy","PHD 2000 Univ of Western Sydney, Nepean"
"3366","STANKEY,SARAH","Lecturer","Art","BFA 2013 Milwaukee Inst Of Art &amp; Design"
"3367","STANLEY,DONALD","Faculty Associate","Life Sciences Communication","MS 2000 Univ of Wisconsin-Madison"
"3368","STANLEY,EMILY","Professor","Integrative Biology","PHD 1993 Arizona State University"
"3369","STANOSZ,GLEN R","Professor","Forest &amp; Wildlife Ecology","PHD 1985 Univ of Wisconsin-Madison"
"3370","STANTON,MEGAN ANN","Assoc Lecturer","History","PHD 2018 Univ of Wisconsin-Madison"
"3371","STARR,MICHEL","Lecturer","Civil &amp; Environmental Engr","MS  "
"3372","STATKIEWICZ,MAX","Associate Professor","Comp Lit &amp; Folklore Studies","PHD 1990 Univ Paris Sorbonne Paris IV"
"3373","STATMAN,ALEXANDER","Assoc Lecturer","History","PHD 2017 "
"3374","STAUFFER,JIM","Spec Act Helper-Lte","Administration","MFA 2003 Univ of Wisconsin-Madison"
"3375","STECHMANN,SAM","Professor","Mathematics","PHD 2008 New York University"
"3376","STEEGE,LINSEY","Associate Professor","Nursing","PHD 2009 VA Polytechnic Inst &amp; State U"
"3377","STEFFAN,SHAWN","Assistant Professor","Entomology","PHD 2009 Washington State University"
"3378","STEFONEK,CHRISTINA","Lecturer","Curriculum And Instruction","MS 2017 Edgewood College"
"3379","STEIN,JAMES H","Professor","Medicine","MD 1990 Yale University"
"3380","STEINBERG,HOWARD","Professor Emer","Pathobiological Sciences","PHD 1991 Cornell University"
"3381","STEINBERG,JESSE","Faculty Associate","Philosophy","PHD 2006 U of California-Santa Barbara"
"3382","STEINER,JAMES D.","Senior Lecturer","Planning &amp; Landscape Arch","B.ARCH 1981 Louisiana State U &amp; A&amp;M Colg"
"3383","STEINKAMP,LISA ANN","Asst Professor (CHS)","Family Medicine","PHD 2016 Univ of Wisconsin-Madison"
"3384","STEPHENSON,JASON W","Assoc Professor (CHS)","Radiology","MD 2004 Washington University"
"3385","STEPIEN,REBECCA","Clinical Professor","Medical Sciences","DVM 2003 Univ of Wisconsin-Madison"
"3386","STERLING VON GLAHN,AUDRA","Associate Professor","Communication Sci &amp; Disorders","PHD 2009 University of Kansas"
"3387","STERN,ADAM","Assistant Professor","German, Nordic &amp; Slavic","PHD 2016 Harvard University"
"3388","STERN,WALTER C","Assistant Professor","Educational Policy Studies","PHD 2014 Tulane University"
"3389","STEUDEL,HARRY","Professor Emer","Engr Professional Development","PHD 1974 Univ of Wisconsin-Madison"
"3390","STEVENS,ANDREW WILLIAM","Assistant Professor","Agricultural&amp;Applied Economics","PHD 2017 Univ of California Berkeley"
"3391","STEVENS,AUDREY","Clinical Instructor","Surgical Sciences","DVM 2014 "
"3392","STEVENSON,ADAM","Clinical Assoc Prof","Law School","JD 2010 Univ of Wisconsin-Madison"
"3393","STEWART,COLLETTE","Assoc Lecturer","Dance","BFA 1995 Texas Christian University"
"3394","STEWART,KATE L","Lecturer","Human Development&amp;Family Study","PHD 2016 American University"
"3395","STEWART,KATHARINA S","Professor (CHS)","Obstetrics &amp; Gynecology","MD 1992 Ohio State University"
"3396","STIEGERT,KYLE","Professor","Agricultural&amp;Applied Economics","PHD 1993 Purdue University"
"3397","STILL,THOMAS","Senior Lecturer","Life Sciences Communication","BA 1974 Drake University"
"3398","STITES,ALISON","Assoc Lecturer","Law School","JD 2005 American University"
"3399","STODDARD,JEREMY DOUD","Associate Professor","Curriculum And Instruction","PHD 2006 Univ of Wisconsin-Madison"
"3400","STOECKER,RANDY R.","Professor","Community &amp; Environ Sociology","PHD 1988 Univ of Minnesota-Twin Cities"
"3401","STOLBOV,MOLLIE","Lecturer","Counseling Psychology","MBA 2010 University of Phoenix"
"3402","STOLL,LINDY K","Lecturer","Counseling Psychology","MS 2011 University of Louisville"
"3403","STOLTENBERG,DAVID","Professor","Agronomy","PHD 1988 Univ of Minnesota-Twin Cities"
"3404","STOLZ,DANIEL A","Assistant Professor","History","PHD 2017 Princeton University"
"3405","STONE,CHARLES K","Associate Professor","Medicine","MD 1981 Cornell University"
"3406","STONE,DONALD S.","Professor","Materials Science&amp;Engineering","PHD 1984 Cornell University"
"3407","STONEHOUSE,FREDERICK A","Professor","Art","BFA 1982 Univ of Wisconsin-Milwaukee"
"3408","STOVALL,BETSY","Associate Professor","Mathematics","PHD 2009 Univ of California Berkeley"
"3409","STOWE,JOHN","Professor","Mead Witter School Of Music","PHD 1983 U Rochester, Eastman Sch Music"
"3410","STOWE,RYAN","Assistant Professor","Chemistry","PHD 2016 Florida Inst. Of Technology"
"3411","STOWE,ZACHARY N","Professor","Psychiatry","MD 1988 Univ Of TX Med Branch-Galvest"
"3412","STOY,PAUL CHRISTOPHER","Visiting Assoc Prof","Biological Systems Engineering","PHD 2006 Duke University"
"3413","STOYCHUK,OKSANA","Assoc Lecturer","German, Nordic &amp; Slavic","MA 2008 Lviv National Univ Ivan Franko"
"3414","STRAMPP,PIA","Assoc Lecturer","Electrical &amp; Computer Engr","ME  "
"3415","STRANG,KEVIN THOMAS","Dis Faculty Associate","Kinesiology","PHD 1994 Univ of Wisconsin-Madison"
"3416","STRAUB,RICHARD J","Professor","Biological Systems Engineering","PHD 1980 Univ of Wisconsin-Madison"
"3417","STRAUS,SCOTT","Professor","Political Science","PHD 2004 Univ of California Berkeley"
"3418","STREET,BRIAN THOMAS","Associate Professor","Mathematics","PHD 2007 Princeton University"
"3419","STREIFFER,ROBERT K","Professor","Dept Of Med History&amp;Bioethics","PHD 1999 Massachusetts Inst Of Tech"
"3420","STRIER,KAREN B","Professor","Anthropology","PHD 1986 Harvard University"
"3421","STRIKER,ROBERT","Associate Professor","Medicine","PHD 1995 Washington University"
"3422","STROHL,NICHOLAS MCINTOSH","Lecturer","Educational Policy Studies","PHD 2018 Univ of Wisconsin-Madison"
"3423","STROJNY,SHELLEY","Faculty Associate","Nursing","MSN 2004 Phoenix College"
"3424","STRONG,LAURA","Adjunct Professor","Ms In Biotechnology Degree Prg","PHD 2000 Univ of Wisconsin-Madison"
"3425","STRUCK,AARON F","Assistant Professor","Neurology","MD 2009 Univ of Wisconsin-Madison"
"3426","STRZELEC,ANDREA","Asst Faculty Assoc","Engr Professional Development"," "
"3427","STUDER,LYNETTE MARIE","Clinical Asst Prof","Social Work","PHD 2015 Univ of Wisconsin-Madison"
"3428","SU,RUTHIE REBECCA","Asst Professor (CHS)","Urology","MD 2005 Mt Sinai School of Med of CUNY"
"3429","SUAREZ-GONZALEZ,DARILIS","Asst Faculty Assoc","Biomedical Engineering","PHD 2011 Univ of Wisconsin-Madison"
"3430","SUEN,GARRET","Associate Professor","Bacteriology","PHD 2008 Syracuse University"
"3431","SUGDEN,WILLIAM","Professor","Oncology","PHD 1973 Columbia University"
"3432","SUKIENNIK,JUSTIN","Assoc Faculty Assoc","Mathematics","PHD 2009 "
"3433","SULLIVAN,CHRISTOPHER JOHN","Assistant Professor","Economics","PHD 2017 Univ of Michigan at Ann Arbor"
"3434","SULLIVAN,LINDA J.","Professor Emer","Pathobiological Sciences","DVM 1987 Univ of Wisconsin-Madison"
"3435","SUMINSKI,AARON","Assoc Faculty Assoc","Biomedical Engineering","PHD 2006 Marquette University"
"3436","SUNDE,ROGER","Professor","Nutritional Sciences","PHD 1980 Univ of Wisconsin-Madison"
"3437","SUNDLING,KAITLIN E.","Clinical Instructor","Pathology&amp;Laboratory Medicine","PHD 2012 Univ of Wisconsin-Madison"
"3438","SURAMPUDI,BAPIRAJU","Adjunct Professor","Engr Professional Development","PHD 1995 Texas A &amp; M University"
"3439","SURASIN,JANPANIT","Senior Lecturer","Asian Languages &amp; Cultures","PHD 1996 Univ of Wisconsin-Madison"
"3440","SURDYK,JOHN SCOTT","Faculty Associate","Init For Studies In Trnfm Entr","MBA 2003 Univ of Wisconsin-Madison"
"3441","SURESH,KRISHNAN","Professor","Mechanical Engineering","PHD 1998 Cornell University"
"3442","SURI,DEVIKA","Asst Faculty Assoc","Nutritional Sciences","MS 2009 Tufts University"
"3443","SUSSMAN,MICHAEL R.","Professor","Biochemistry","PHD 1976 Michigan State University"
"3444","SUTULA,THOMAS PETER","Professor","Neurology","PHD 1985 University of Virginia"
"3445","SUZUKI,AUSSIE","Assistant Professor","Oncology","PHD 2010 Nat Inst for Academic Degrees"
"3446","SUZUKI,MASATOSHI","Associate Professor","Comparative Biosciences","PHD 1999 University of Tokyo"
"3447","SVAREN,JOHN","Professor","Comparative Biosciences","PHD 1992 Vanderbilt University"
"3448","SVENSON,JAMES ERNEST","Assoc Professor (CHS)","Emergency Medicine","MD 1980 University of Chicago"
"3449","SWACK,JEANNE","Professor","Mead Witter School Of Music","PHD 1988 Yale University"
"3450","SWAN,HEATHER","Senior Lecturer","English","PHD 2011 Univ of Wisconsin-Madison"
"3451","SWANEY,ROSS","Associate Professor","Chemical &amp; Biological Engr","PHD 1983 Carnegie-Mellon University"
"3452","SWANKE,JAMES","Lecturer","Risk &amp; Insurance","MBA 1981 Univ of Wisconsin-Madison"
"3453","SWANSON,STEVEN M","Professor","Pharmacy","PHD 1990 Univ of Illinois at Chicago"
"3454","SWARTZ,ALEISHA","Clinical Instructor","Medical Sciences","DVM 2002 University of Georgia"
"3455","SWEET,JAMES","Professor","History","PHD 1999 Grad Sch &amp; Univ Center Of Cuny"
"3456","SWIFT,MICHAEL","Professor","Computer Sciences","PHD 2005 University of Washington"
"3457","SYAMKUMAR,MEENA","Asst Faculty Assoc","Computer Sciences","PHD 2019 Univ of Wisconsin-Madison"
"3458","SYDNOR,JUSTIN R.","Associate Professor","Risk &amp; Insurance","PHD 2006 Univ of California Berkeley"
